transaction_id,customer_id,order_date,category,product_line,quantity,unit_price_eur,discount_pct,revenue_eur,channel,reason_code
TXN10151,C0337,2026-05-19,Earrings,Signature,1,942.74,0.15,801.33,Flagship,
TXN10469,C0121,2025-12-20,Earrings,Signature,3,775.87,0.1,2094.85,Boutique,
TXN10154,C0150,2026-05-21,Bracelet,Signature,3,85.4,0.3,179.34,Online,
TXN10014,C0026,2025-05-21,Bracelet,Classic,3,1589.25,0.1,4290.98,Boutique,
TXN10678,C0227,2026-02-27,Ring,Classic,3,2078.34,0.0,6235.02,Flagship,
TXN10331,C0245,2024-02-03,Watch,Signature,3,496.56,0.3,1042.78,Boutique,
TXN10148,C0005,2024-07-24,Bracelet,Signature,3,79.44,0.15,202.57,Boutique,
TXN10592,C0014,2025-01-24,Bracelet,Limited,1,154.42,0.1,138.98,Boutique,
TXN10880,C0246,2024-05-01,Bracelet,Signature,3,353.9,0.2,849.36,Boutique,
TXN10626,C0026,2025-09-24,Earrings,Classic,1,411.03,0.05,390.48,Boutique,
TXN10876,C0211,2026-07-24,Necklace,Signature,3,479.08,0.05,1365.38,Boutique,
TXN10899,C0304,2026-06-19,Necklace,Signature,2,2592.03,0.2,4147.25,Online,
TXN10010,C0264,2024-04-18,Watch,Signature,1,259.88,0.1,233.89,Boutique,
TXN10398,C0343,2025-01-20,Necklace,Signature,1,784.88,0.05,745.64,Boutique,
TXN10584,C0028,2025-05-25,Necklace,Classic,1,247.05,0.05,234.7,Online,
TXN10363,C0121,2024-11-28,Earrings,Signature,1,641.97,0.0,641.97,Flagship,
TXN10447,C0106,2025-04-15,Necklace,Classic,1,102.6,0.0,102.6,Boutique,
TXN10796,C0125,2025-07-06,Ring,Bridal,2,793.42,0.15,1348.81,Boutique,
TXN10548,C0332,2025-04-30,Bracelet,Classic,3,2371.61,0.1,6403.35,Boutique,
TXN10486,C0007,2026-08-07,Bracelet,Classic,1,1221.52,0.15,1038.29,Online,
TXN10493,C0057,2024-09-16,Ring,High Jewelry,1,157.31,0.2,125.85,Boutique,
TXN10637,C0078,2026-05-23,Watch,Signature,2,4429.87,0.0,8859.74,Boutique,
TXN10694,C0081,2025-01-13,Watch,Signature,1,1040.34,0.15,884.29,Boutique,
TXN10203,C0238,2025-02-10,Watch,Limited,1,659.62,0.0,659.62,Boutique,
TXN10890,C0187,2024-11-07,Bracelet,Classic,3,53.82,0.15,137.24,Online,
TXN10304,C0010,2026-08-27,Bracelet,Classic,2,119.19,0.3,166.87,Boutique,
TXN10677,C0220,2026-07-29,Earrings,Classic,2,359.17,0.3,502.84,Online,
TXN10438,C0171,2025-02-09,Bracelet,Signature,1,1484.34,0.3,1039.04,Boutique,
TXN10918,C0035,2025-08-14,Necklace,Classic,1,298.59,0.0,298.59,Boutique,
TXN10652,C0154,2024-05-10,Ring,Classic,1,810.11,0.15,688.59,Boutique,
TXN10907,C0097,2025-05-17,Watch,Signature,1,271.45,0.3,190.01,Boutique,
TXN10265,C0151,2024-06-30,Earrings,Classic,1,279.63,0.15,237.69,Online,
TXN10219,C0074,2026-06-02,Bracelet,Classic,2,3105.92,0.05,5901.25,Online,
TXN10537,C0142,2024-03-05,Necklace,Signature,2,317.89,0.15,540.41,Online,
TXN10429,C0092,2025-11-19,Ring,Signature,3,148.41,0.15,378.45,Online,
TXN10462,C0059,2025-09-02,Watch,Limited,2,421.02,0.0,842.04,Boutique,
TXN10305,C0211,2024-05-26,Watch,Limited,1,84.45,0.0,84.45,Online,
TXN10083,C0079,2025-12-29,Earrings,Classic,2,928.39,0.05,1763.94,Boutique,
TXN10893,C0062,2025-08-23,Necklace,High Jewelry,2,1035.0,0.0,2070.0,Boutique,
TXN10280,C0153,2024-01-12,Bracelet,Limited,1,618.32,0.0,618.32,Boutique,
TXN10070,C0212,2026-05-12,Ring,Bridal,1,642.03,0.0,642.03,Boutique,
TXN10145,C0284,2024-08-17,Earrings,Classic,3,276.98,0.05,789.39,Boutique,
TXN10721,C0120,2025-01-06,Earrings,Classic,3,87.92,0.2,211.01,Online,
TXN10180,C0086,2025-05-19,Earrings,Classic,2,1495.87,0.0,2991.74,Online,
TXN10258,C0288,2025-08-19,Earrings,Signature,2,735.45,0.2,1176.72,Online,
TXN10883,C0128,2026-02-24,Bracelet,Signature,3,183.75,0.0,551.25,Online,
TXN10821,C0002,2026-06-10,Earrings,Signature,1,1923.5,0.0,1923.5,Online,
TXN10023,C0017,2026-08-28,Watch,Limited,2,786.52,0.05,1494.39,Boutique,
TXN10867,C0047,2024-03-19,Necklace,Signature,2,1380.59,0.3,1932.83,Online,
TXN10889,C0109,2025-04-28,Bracelet,Signature,2,171.69,0.0,343.38,Boutique,
TXN10663,C0284,2024-02-07,Bracelet,Limited,2,470.64,0.2,753.02,Online,
TXN10833,C0195,2026-01-24,Watch,Signature,2,764.68,0.05,1452.89,Online,
TXN10440,C0275,2025-04-18,Bracelet,Signature,3,1229.61,0.0,3688.83,Online,
TXN10370,C0095,2025-09-26,Necklace,Classic,3,84.2,0.15,214.71,Online,
TXN10063,C0156,2024-08-04,Necklace,Classic,2,467.54,0.2,748.06,Boutique,
TXN10891,C0170,2026-01-29,Bracelet,Classic,2,4797.75,0.15,8156.18,Online,
TXN10615,C0063,2026-06-06,Watch,Limited,1,201.91,0.1,181.72,Flagship,
TXN10032,C0003,2026-08-09,Watch,Limited,2,76.74,0.1,138.13,Online,
TXN10581,C0063,2026-05-08,Ring,High Jewelry,3,371.05,0.3,779.21,Online,
TXN10327,C0094,2025-05-25,Ring,Signature,1,884.3,0.3,619.01,Boutique,
TXN10218,C0272,2025-02-27,Bracelet,Signature,2,209.41,0.15,356.0,Online,
TXN10655,C0094,2024-02-16,Earrings,Signature,2,195.38,0.3,273.53,Online,
TXN10149,C0303,2026-03-02,Earrings,Classic,2,3449.46,0.3,4829.24,Online,
TXN10481,C0130,2025-09-22,Ring,Signature,1,26.9,0.2,21.52,Boutique,
TXN10159,C0016,2026-05-25,Earrings,Classic,1,344.45,0.0,344.45,Boutique,
TXN10558,C0253,2026-01-27,Watch,Limited,1,459.04,0.0,459.04,Boutique,
TXN10039,C0343,2024-07-08,Necklace,Classic,1,2806.01,0.0,2806.01,Boutique,
TXN10825,C0338,2026-01-21,Necklace,High Jewelry,3,283.41,0.0,850.23,Online,
TXN10285,C0170,2024-05-11,Bracelet,Classic,1,751.66,0.15,638.91,Boutique,
TXN10117,C0302,2026-05-31,Bracelet,Classic,1,1455.35,0.15,1237.05,Boutique,
TXN10487,C0050,2025-10-14,Watch,Limited,2,83.86,0.2,134.18,Online,
TXN10217,C0299,2026-08-24,Watch,Limited,1,758.54,0.15,644.76,Boutique,
TXN10497,C0053,2024-03-15,Necklace,Signature,1,486.63,0.0,486.63,Online,
TXN10618,C0242,2026-08-06,Earrings,Signature,1,4807.97,0.3,3365.58,Boutique,
TXN10350,C0188,2024-09-23,Earrings,Classic,1,591.13,0.05,561.57,Boutique,
TXN10324,C0174,2025-11-28,Earrings,Classic,1,411.83,0.1,370.65,Boutique,
TXN10868,C0347,2026-08-12,Watch,Signature,2,1137.98,0.2,1820.77,Flagship,
TXN10336,C0101,2026-03-30,Ring,High Jewelry,2,992.81,0.0,1985.62,Flagship,
TXN10411,C0014,2024-03-22,Bracelet,Limited,2,971.01,0.3,1359.41,Online,
TXN10204,C0091,2025-08-23,Earrings,Classic,1,571.19,0.2,456.95,Online,
TXN10443,C0293,2025-02-02,Watch,Signature,1,252.65,0.2,202.12,Online,
TXN10406,C0219,2026-07-20,Bracelet,Limited,1,706.97,0.0,706.97,Online,
TXN10110,C0285,2025-05-16,Ring,High Jewelry,2,301.81,0.15,513.08,Boutique,
TXN10184,C0153,2024-04-08,Ring,Classic,2,67.72,0.0,135.44,Boutique,
TXN10855,C0143,2026-01-16,Ring,Signature,1,632.29,0.05,600.68,Boutique,
TXN10882,C0220,2026-01-25,Watch,Signature,2,314.83,0.0,629.66,Online,
TXN10476,C0239,2024-03-21,Watch,Signature,1,551.72,0.1,496.55,Online,
TXN10547,C0208,2026-02-25,Earrings,Signature,1,143.34,0.0,143.34,Boutique,
TXN10894,C0317,2024-11-04,Bracelet,Limited,1,65.76,0.0,65.76,Boutique,
TXN10898,C0197,2026-03-09,Watch,Signature,1,290.82,0.0,290.82,Boutique,
TXN10477,C0325,2026-03-28,Watch,Limited,1,726.56,0.15,617.58,Online,
TXN10357,C0120,2024-06-03,Necklace,Classic,2,244.1,0.05,463.79,Boutique,
TXN10805,C0197,2024-11-11,Earrings,Classic,2,940.61,0.0,1881.22,Flagship,
TXN10685,C0217,2024-04-23,Watch,Signature,1,7812.28,0.2,6249.82,Boutique,
TXN10473,C0197,2024-08-19,Bracelet,Classic,2,110.0,0.1,198.0,Online,
TXN10397,C0109,2025-07-13,Ring,Signature,2,522.81,0.15,888.78,Online,
TXN10228,C0025,2025-03-02,Necklace,Classic,1,437.07,0.1,393.36,Online,
TXN10074,C0208,2025-08-01,Earrings,Classic,1,99.43,0.2,79.54,Online,
TXN10408,C0336,2026-07-28,Watch,Signature,1,615.05,0.05,584.3,Online,
TXN10854,C0019,2024-05-25,Ring,High Jewelry,1,51.51,0.15,43.78,Online,
TXN10162,C0063,2026-08-22,Necklace,Signature,2,451.03,0.1,811.85,Online,
TXN10384,C0183,2024-05-21,Ring,Signature,1,261.21,0.0,261.21,Online,
TXN10784,C0047,2025-03-07,Necklace,Classic,1,3261.51,0.0,3261.51,Flagship,
TXN10107,C0179,2026-05-15,Bracelet,Limited,3,447.6,0.2,1074.24,Online,
TXN10158,C0168,2024-04-03,Ring,Signature,1,401.07,0.05,381.02,Online,
TXN10843,C0193,2025-11-26,Earrings,Signature,1,736.58,0.0,736.58,Boutique,
TXN10574,C0145,2026-07-12,Ring,Classic,1,420.71,0.1,378.64,Online,
TXN10250,C0055,2025-09-17,Bracelet,Classic,2,256.56,0.0,513.12,Boutique,
TXN10058,C0344,2026-03-15,Earrings,Classic,2,573.64,0.0,1147.28,Boutique,
TXN10659,C0045,2024-05-18,Ring,Bridal,3,1160.66,0.0,3481.98,Online,
TXN10635,C0161,2024-05-10,Necklace,Signature,1,465.94,0.2,372.75,Boutique,
TXN10043,C0245,2025-04-10,Ring,Bridal,2,1612.84,0.2,2580.54,Boutique,
TXN10720,C0099,2024-01-10,Earrings,Classic,2,366.93,0.2,587.09,Boutique,
TXN10269,C0110,2024-12-05,Bracelet,Limited,2,352.09,0.15,598.55,Boutique,
TXN10460,C0318,2025-07-15,Ring,Bridal,1,142.15,0.05,135.04,Boutique,
TXN10518,C0023,2026-01-28,Necklace,High Jewelry,1,79.4,0.3,55.58,Boutique,
TXN10423,C0194,2025-01-24,Watch,Signature,1,43.97,0.0,43.97,Online,
TXN10850,C0229,2024-05-05,Bracelet,Classic,1,675.72,0.3,473.0,Online,
TXN10085,C0286,2025-06-08,Watch,Limited,1,412.32,0.15,350.47,,
TXN10382,C0230,2024-01-01,Earrings,Classic,1,716.67,0.0,716.67,Boutique,
TXN10758,C0129,2026-02-02,Bracelet,Classic,1,3234.85,0.0,3234.85,Online,
TXN10639,C0021,2024-12-31,Earrings,Signature,3,450.42,0.3,945.88,Boutique,
TXN10524,C0215,2026-02-17,Ring,Signature,2,36.65,0.0,73.3,Online,
TXN10375,C0185,2026-01-31,Watch,Limited,1,2030.39,0.3,1421.27,Online,
TXN10451,C0106,2024-12-24,Watch,Signature,3,559.92,0.3,1175.83,Boutique,
TXN10831,C0335,2026-05-26,Watch,Signature,1,421.93,0.0,421.93,Boutique,
TXN10927,X9013,2026-01-09,Earrings,Signature,2,121.0,0.0,242.0,Boutique,
TXN10634,C0087,2025-05-19,Watch,Signature,2,178.14,0.1,320.65,Boutique,
TXN10418,C0156,2025-04-17,Bracelet,Classic,1,201.95,0.2,161.56,Boutique,
TXN10912,C0246,2024-09-06,Ring,Classic,1,648.29,0.0,648.29,Boutique,
TXN10293,C0315,2026-02-14,Ring,Signature,1,517.07,0.15,439.51,Flagship,
TXN10751,C0086,2025-02-01,Watch,Limited,2,1874.6,0.05,3561.74,Boutique,
TXN10780,C0043,2025-11-03,Watch,Limited,1,1071.83,0.15,911.06,Boutique,
TXN10499,C0036,2024-08-19,Watch,Limited,2,1569.55,0.15,2668.23,Flagship,
TXN10582,C0330,2024-12-30,Earrings,Classic,2,439.24,0.1,790.63,Boutique,
TXN10126,C0027,2025-10-02,Earrings,Classic,1,145.31,0.1,130.78,Online,
TXN10143,C0029,2026-05-29,Earrings,Classic,1,601.61,0.3,421.13,Boutique,
TXN10665,C0060,2025-09-29,Earrings,Signature,3,1751.26,0.1,4728.4,Boutique,
TXN10452,C0088,2024-11-14,Necklace,Signature,2,680.77,0.0,1361.54,Boutique,
TXN10262,C0332,2025-02-02,Watch,Signature,3,49.61,0.05,141.39,Online,
TXN10484,C0108,2026-01-21,Watch,Limited,1,41.95,0.0,41.95,Boutique,
TXN10921,X9301,2025-04-30,Watch,Limited,1,137.37,0.0,137.37,Boutique,
TXN10471,C0214,2024-10-22,Ring,Bridal,1,471.28,0.0,471.28,Boutique,
TXN10727,C0273,2024-11-19,Earrings,Signature,1,78.02,0.2,62.42,Boutique,
TXN10183,C0170,2024-07-13,Ring,High Jewelry,3,335.65,0.15,855.91,Boutique,
TXN10072,C0009,2026-04-12,Watch,Signature,1,949.28,0.0,949.28,Flagship,
TXN10091,C0154,2025-09-09,Bracelet,Limited,3,1717.03,0.2,4120.87,Boutique,
TXN10361,C0200,2026-08-16,Bracelet,Limited,1,200.26,0.2,160.21,Flagship,
TXN10372,C0050,2025-11-05,Watch,Limited,1,165.27,0.0,165.27,Online,
TXN10590,C0201,2025-05-21,Bracelet,Signature,3,649.45,0.05,1850.93,Online,
TXN10286,C0163,2025-04-06,Earrings,Signature,3,190.36,0.15,485.42,Boutique,
TXN10069,C0072,2025-05-15,Watch,Signature,1,652.47,0.3,456.73,Online,
TXN10811,C0301,2026-01-21,Bracelet,Limited,3,127.8,0.3,268.38,Boutique,
TXN10302,C0125,2024-05-10,Necklace,High Jewelry,3,581.33,0.15,1482.39,Boutique,
TXN10173,C0031,2024-05-31,Necklace,Signature,1,3549.18,0.3,2484.43,Boutique,
TXN10321,C0047,2024-10-18,Watch,Limited,2,1297.14,0.05,2464.57,Boutique,
TXN10925,X9582,2025-01-09,Ring,Bridal,1,201.01,0.0,201.01,Boutique,
TXN10096,C0299,2025-07-01,Earrings,Signature,3,576.37,0.1,1556.2,Boutique,
TXN10510,C0284,2025-03-25,Ring,Bridal,1,154.89,0.0,154.89,Online,
TXN10089,C0321,2025-08-31,Earrings,Signature,1,739.59,0.05,702.61,Boutique,
TXN10560,C0307,2025-08-18,Bracelet,Limited,1,461.6,0.2,369.28,Online,
TXN10844,C0155,2024-06-25,Watch,Signature,3,781.82,0.3,1641.82,Online,
TXN10146,C0293,2024-05-02,Bracelet,Classic,1,512.49,0.0,512.49,Online,
TXN10015,C0056,2024-05-17,Earrings,Classic,2,1080.61,0.0,2161.22,Online,
TXN10828,C0055,2026-01-02,Earrings,Signature,1,289.73,0.0,289.73,Online,
TXN10509,C0024,2024-06-26,Watch,Limited,1,346.18,0.3,242.33,,
TXN10642,C0049,2024-01-27,Bracelet,Classic,1,157.79,0.3,110.45,Boutique,
TXN10580,C0074,2025-02-14,Earrings,Signature,1,184.48,0.05,175.26,Boutique,
TXN10156,C0231,2024-11-17,Earrings,Signature,1,336.92,0.1,303.23,Boutique,
TXN10076,C0088,2025-05-26,Necklace,Classic,1,3087.75,0.15,2624.59,Flagship,
TXN10621,C0322,2024-11-17,Bracelet,Limited,1,578.76,0.15,491.95,Online,
TXN10625,C0286,2025-10-03,Watch,Signature,2,280.91,0.0,561.82,Boutique,
TXN10213,C0098,2026-01-13,Bracelet,Limited,3,1778.65,0.3,3735.17,Boutique,
TXN10244,C0207,2024-03-21,Ring,Bridal,2,334.15,0.0,668.3,Online,
TXN10396,C0103,2024-06-08,Bracelet,Limited,1,129.82,0.05,123.33,Boutique,
TXN10699,C0046,2025-11-11,Watch,Limited,2,720.98,0.05,1369.86,Boutique,
TXN10729,C0222,2025-08-29,Necklace,Classic,2,1156.92,0.0,2313.84,Flagship,
TXN10040,C0229,2024-12-03,Bracelet,Limited,1,127.91,0.05,121.51,Online,
TXN10441,C0290,2025-07-22,Bracelet,Signature,3,536.75,0.05,1529.74,Online,
TXN10638,C0118,2024-02-06,Ring,Bridal,2,460.76,0.1,829.37,Boutique,
TXN10368,C0291,2025-07-10,Ring,Signature,1,168.3,0.3,117.81,Online,
TXN10812,C0294,2026-04-13,Bracelet,Signature,1,1896.76,0.0,1896.76,Flagship,
TXN10347,C0015,2025-11-10,Necklace,High Jewelry,2,20.32,0.1,36.58,Flagship,
TXN10134,C0123,2025-01-30,Earrings,Classic,2,114.39,0.0,228.78,Boutique,
TXN10458,C0145,2025-09-10,Bracelet,Classic,2,656.16,0.3,918.62,Online,
TXN10349,C0269,2024-11-13,Watch,Limited,1,2183.56,0.3,1528.49,Boutique,
TXN10798,C0304,2026-05-01,Watch,Limited,2,992.51,0.0,1985.02,Boutique,
TXN10535,C0035,2025-12-27,Watch,Limited,1,897.12,0.0,897.12,Boutique,
TXN10667,C0068,2026-01-10,Bracelet,Classic,3,3370.45,0.05,9605.78,Online,
TXN10623,C0134,2025-12-04,Ring,High Jewelry,1,639.73,0.0,639.73,Boutique,
TXN10746,C0091,2026-07-21,Bracelet,Signature,1,67.8,0.05,64.41,Flagship,
TXN10528,C0218,2025-02-07,Watch,Signature,1,405.99,0.1,365.39,Boutique,
TXN10428,C0335,2024-02-07,Bracelet,Signature,1,714.42,0.0,714.42,Boutique,
TXN10164,C0077,2025-09-20,Necklace,High Jewelry,1,663.94,0.1,597.55,Boutique,
TXN10804,C0241,2024-06-07,Ring,High Jewelry,2,330.79,0.1,595.42,Flagship,
TXN10787,C0166,2024-01-16,Ring,Classic,2,376.12,0.0,752.24,Boutique,
TXN10144,C0117,2024-01-03,Watch,Signature,2,197.83,0.0,395.66,Boutique,
TXN10669,C0311,2024-04-13,Earrings,Signature,2,485.18,0.0,970.36,Flagship,
TXN10697,C0023,2025-05-07,Earrings,Classic,1,676.88,0.3,473.82,Boutique,
TXN10220,C0161,2024-01-05,Necklace,Signature,1,439.47,0.15,373.55,Online,
TXN10237,C0138,2025-01-16,Necklace,Signature,2,1019.82,0.1,1835.68,Flagship,
TXN10735,C0265,2025-08-24,Bracelet,Classic,2,258.08,0.2,412.93,Boutique,
TXN10845,C0238,2024-10-08,Earrings,Classic,1,772.82,0.0,772.82,Boutique,
TXN10640,C0048,2026-06-08,Ring,Signature,3,41.75,0.15,106.46,Online,
TXN10080,C0041,2026-02-02,Watch,Limited,1,236.06,0.15,200.65,Online,
TXN10474,C0257,2025-02-24,Bracelet,Limited,1,3294.71,0.0,3294.71,Online,
TXN10698,C0071,2025-10-13,Watch,Limited,2,430.95,0.0,861.9,Online,
TXN10155,C0232,2024-08-27,Bracelet,Classic,2,180.07,0.0,360.14,Boutique,
TXN10165,C0246,2024-03-30,Necklace,High Jewelry,1,304.39,0.2,243.51,Online,
TXN10297,C0279,2024-06-27,Watch,Signature,2,338.83,0.2,542.13,Online,
TXN10038,C0090,2026-05-26,Watch,Limited,2,765.36,0.15,1301.11,Boutique,
TXN10600,C0040,2025-05-31,Bracelet,Signature,2,1355.64,0.05,2575.72,Boutique,
TXN10897,C0149,2025-08-02,Necklace,High Jewelry,2,482.95,0.0,965.9,Boutique,
TXN10391,C0281,2024-09-25,Earrings,Signature,3,102.34,0.0,307.02,Online,
TXN10815,C0231,2026-04-13,Watch,Signature,3,249.94,0.0,749.82,Online,
TXN10601,C0129,2025-06-11,Watch,Signature,1,339.3,0.0,339.3,Online,
TXN10024,C0105,2025-05-28,Earrings,Signature,3,217.41,0.1,587.01,Boutique,
TXN10153,C0191,2026-02-04,Earrings,Classic,2,76.98,0.2,123.17,Flagship,
TXN10793,C0318,2024-03-02,Necklace,High Jewelry,1,125.91,0.0,125.91,Boutique,
TXN10514,C0314,2025-10-04,Necklace,Classic,2,1189.94,0.0,2379.88,Online,
TXN10103,C0119,2025-10-06,Earrings,Classic,2,94.04,0.1,169.27,Boutique,
TXN10515,C0061,2024-04-07,Watch,Signature,2,2527.14,0.15,4296.14,Boutique,
TXN10759,C0279,2024-01-09,Bracelet,Signature,1,1001.92,0.3,701.34,Flagship,
TXN10417,C0021,2025-01-31,Watch,Limited,1,535.07,0.0,535.07,Boutique,
TXN10339,C0177,2025-02-25,Necklace,Signature,1,741.14,0.3,518.8,Boutique,
TXN10099,C0192,2025-04-19,Earrings,Classic,2,1718.48,0.0,3436.96,Boutique,
TXN10690,C0218,2024-03-24,Earrings,Classic,1,129.29,0.1,116.36,Boutique,
TXN10719,C0193,2025-01-01,Watch,Limited,3,130.5,0.0,391.5,Boutique,
TXN10132,C0064,2026-01-17,Watch,Limited,1,328.01,0.2,262.41,Boutique,
TXN10364,C0306,2025-01-15,Ring,High Jewelry,2,972.82,0.0,1945.64,Online,
TXN10743,C0193,2025-02-13,Ring,High Jewelry,1,372.6,0.15,316.71,Boutique,
TXN10400,C0056,2024-10-26,Necklace,High Jewelry,1,3560.39,0.1,3204.35,Boutique,
TXN10841,C0296,2025-03-28,Ring,Signature,1,830.16,0.0,830.16,,
TXN10846,C0251,2024-08-18,Watch,Signature,3,595.09,0.0,1785.27,Online,
TXN10884,C0102,2025-12-24,Earrings,Classic,3,893.2,0.15,2277.66,Online,
TXN10512,C0146,2025-12-11,Earrings,Signature,3,6314.73,0.0,18944.19,Boutique,
TXN10407,C0278,2026-06-02,Ring,Signature,2,55.01,0.0,110.02,Boutique,
TXN10289,C0331,2024-03-24,Watch,Signature,1,113.02,0.2,90.42,Online,
TXN10769,C0233,2025-01-12,Necklace,Classic,2,514.0,0.1,925.2,Boutique,
TXN10365,C0321,2024-03-02,Necklace,Signature,2,357.01,0.3,499.81,Boutique,
TXN10008,C0153,2024-03-15,Earrings,Signature,2,752.02,0.1,1353.64,Boutique,
TXN10863,C0283,2026-06-22,Watch,Signature,1,1739.23,0.05,1652.27,Boutique,
TXN10095,C0156,2024-09-15,Ring,Bridal,2,1410.12,0.0,2820.24,Boutique,
TXN10322,C0116,2024-07-18,Watch,Signature,1,426.99,0.05,405.64,Boutique,
TXN10049,C0033,2024-03-02,Watch,Limited,3,234.07,0.2,561.77,Online,
TXN10046,C0085,2026-05-24,Bracelet,Classic,1,514.62,0.2,411.7,Online,
TXN10495,C0092,2024-03-12,Earrings,Signature,2,395.94,0.1,712.69,Boutique,
TXN10809,C0134,2025-04-11,Watch,Signature,3,159.11,0.3,334.13,Boutique,
TXN10577,C0043,2025-05-20,Bracelet,Signature,2,179.07,0.2,286.51,Boutique,
TXN10045,C0040,2024-04-24,Watch,Signature,2,79.18,0.0,158.36,Online,
TXN10578,C0116,2025-02-21,Watch,Limited,1,32.07,0.3,22.45,Boutique,
TXN10583,C0233,2024-05-05,Necklace,High Jewelry,3,193.29,0.0,579.87,Boutique,
TXN10087,C0293,2024-06-22,Watch,Signature,1,750.76,0.05,713.22,Boutique,
TXN10275,C0079,2025-04-15,Necklace,Signature,1,753.98,0.0,753.98,Boutique,
TXN10246,C0317,2026-06-30,Bracelet,Signature,3,502.62,0.1,1357.07,Flagship,
TXN10033,C0165,2025-10-23,Bracelet,Classic,3,716.46,0.2,1719.5,Online,
TXN10653,C0283,2026-07-28,Necklace,Signature,3,421.37,0.2,1011.29,Online,
TXN10206,C0138,2025-06-09,Earrings,Signature,2,4456.92,0.3,6239.69,Boutique,
TXN10564,C0166,2026-04-26,Bracelet,Signature,1,118.17,0.0,118.17,Boutique,
TXN10192,C0089,2024-08-04,Ring,Bridal,2,959.25,0.0,1918.5,Flagship,
TXN10316,C0052,2025-06-04,Ring,Classic,2,371.06,0.15,630.8,Online,
TXN10774,C0178,2025-02-04,Bracelet,Limited,1,1513.98,0.1,1362.58,Boutique,
TXN10011,C0026,2026-08-26,Bracelet,Signature,1,279.11,0.3,195.38,Flagship,
TXN10611,C0200,2026-08-15,Ring,Bridal,1,415.68,0.0,415.68,Flagship,
TXN10913,C0262,2024-05-25,Earrings,Signature,1,212.9,0.2,170.32,Boutique,
TXN10066,C0289,2026-01-29,Ring,High Jewelry,2,199.56,0.15,339.25,Online,
TXN10109,C0306,2025-08-11,Ring,Signature,3,376.34,0.15,959.67,Online,
TXN10554,C0045,2026-01-15,Ring,Bridal,1,370.31,0.3,259.22,Online,
TXN10166,C0128,2026-03-24,Watch,Limited,3,113.49,0.05,323.45,Boutique,
TXN10288,C0348,2026-06-17,Bracelet,Classic,1,460.26,0.1,414.23,Online,
TXN10245,C0162,2025-05-24,Necklace,High Jewelry,2,407.9,0.0,815.8,Online,
TXN10028,C0148,2025-08-10,Necklace,Classic,2,843.29,0.3,1180.61,Boutique,
TXN10343,C0139,2026-03-10,Earrings,Signature,2,1443.86,0.15,2454.56,Flagship,
TXN10866,C0142,2025-06-17,Earrings,Signature,1,1156.18,0.05,1098.37,Boutique,
TXN10797,C0323,2024-03-07,Necklace,Classic,1,100.76,0.0,100.76,Boutique,
TXN10617,C0324,2026-06-19,Bracelet,Signature,1,2584.17,0.05,2454.96,Online,
TXN10371,C0269,2026-02-23,Earrings,Classic,1,633.33,0.1,570.0,Online,
TXN10901,C0150,2025-10-16,Necklace,Classic,1,1487.89,0.2,1190.31,Flagship,
TXN10106,C0344,2025-06-24,Earrings,Classic,2,1773.22,0.15,3014.47,Boutique,
TXN10111,C0005,2024-05-19,Earrings,Signature,2,193.66,0.15,329.22,Online,
TXN10276,C0286,2025-08-11,Necklace,Signature,2,358.68,0.1,645.62,Boutique,
TXN10199,C0117,2024-11-03,Ring,Classic,1,2457.61,0.05,2334.73,Online,
TXN10434,C0067,2025-07-30,Watch,Signature,2,480.53,0.1,864.95,Online,
TXN10662,C0027,2024-01-09,Bracelet,Limited,2,395.32,0.2,632.51,Online,
TXN10380,C0181,2025-07-17,Bracelet,Signature,1,1945.49,0.1,1750.94,Online,
TXN10822,C0128,2025-04-07,Bracelet,Classic,2,948.34,0.15,1612.18,Boutique,
TXN10055,C0225,2025-07-06,Ring,High Jewelry,1,91.18,0.0,91.18,Online,
TXN10168,C0144,2026-04-08,Necklace,Classic,3,737.73,0.0,2213.19,Online,
TXN10389,C0079,2025-11-20,Necklace,High Jewelry,2,1012.12,0.3,1416.97,Online,
TXN10847,C0197,2025-10-22,Earrings,Classic,1,850.03,0.0,850.03,Boutique,
TXN10414,C0034,2026-08-07,Ring,Bridal,2,2276.25,0.1,4097.25,Online,
TXN10657,C0223,2024-01-19,Watch,Limited,3,150.7,0.1,406.89,Online,
TXN10668,C0319,2024-10-16,Ring,Signature,2,730.55,0.0,1461.1,Boutique,
TXN10320,C0315,2025-11-21,Ring,Classic,2,311.62,0.0,623.24,Boutique,
TXN10488,C0139,2026-04-01,Bracelet,Limited,2,54.97,0.1,98.95,Online,
TXN10479,C0149,2024-02-06,Ring,High Jewelry,1,1230.02,0.2,984.02,Online,
TXN10709,C0138,2024-11-21,Necklace,Classic,2,440.56,0.0,881.12,Boutique,
TXN10836,C0307,2024-11-12,Bracelet,Signature,1,499.9,0.3,349.93,Online,
TXN10079,C0154,2025-07-31,Ring,Signature,1,65.27,0.1,58.74,Online,
TXN10861,C0049,2024-12-23,Watch,Signature,2,8187.26,0.05,15555.79,Online,
TXN10619,C0260,2024-12-26,Necklace,High Jewelry,2,283.87,0.2,454.19,Boutique,
TXN10572,C0047,2026-05-16,Ring,Signature,2,937.23,0.05,1780.74,Boutique,
TXN10763,C0157,2025-05-26,Necklace,High Jewelry,3,292.84,0.3,614.96,Boutique,
TXN10842,C0334,2025-01-05,Necklace,Classic,3,1346.02,0.3,2826.64,Flagship,
